"","Year","CountryName","TotalAdj","predicted","residuals","Gold","Silver","Bronze","locCity"
"2758",2008,"Thailand",4,9,-4.68739541591377,2,2,0,"Beijing"
"2972",2012,"Thailand",3,5,-1.87919201294457,0,2,1,"London"
"1476",1984,"Togo",0,2,-1.67872562921528,0,0,0,"Los Angeles"
"1690",1988,"Togo",0,0,2.30574083112506,0,0,0,"Seoul"
"1904",1992,"Togo",0,0,-0.438337147271804,0,0,0,"Barcelona"
"2118",1996,"Togo",0,0,0.316913154314524,0,0,0,"Atlanta"
"2332",2000,"Togo",0,0,-0.0693116144884431,0,0,0,"Sydney"
"2546",2004,"Togo",0,0,0.325268817852042,0,0,0,"Athina"
"2760",2008,"Togo",1,0,1.1816931638837,0,0,1,"Beijing"
"2974",2012,"Togo",0,1,-0.652135331902043,0,0,0,"London"
"622",1968,"Trinidad and Tobago",0,3,-2.74066215406422,0,0,0,"Ciudad de Mexico"
"836",1972,"Trinidad and Tobago",0,0,0.190202090157963,0,0,0,"Munchen"
"1050",1976,"Trinidad and Tobago",1,0,1.71853887196985,1,0,0,"Montreal"
"1264",1980,"Trinidad and Tobago",0,2,-1.97630692276912,0,0,0,"Moskva"
"1478",1984,"Trinidad and Tobago",0,2,-2.40260057154046,0,0,0,"Los Angeles"
"1692",1988,"Trinidad and Tobago",0,0,1.9509431899238,0,0,0,"Seoul"
"1906",1992,"Trinidad and Tobago",0,1,-0.793087232163838,0,0,0,"Barcelona"
"2120",1996,"Trinidad and Tobago",2,0,1.90602954441668,0,0,2,"Atlanta"
"2334",2000,"Trinidad and Tobago",2,2,-0.494194740592654,0,1,1,"Sydney"
"2548",2004,"Trinidad and Tobago",1,2,-1.11559947228825,0,0,1,"Athina"
"2762",2008,"Trinidad and Tobago",2,1,0.587849554232129,0,2,0,"Beijing"
"2976",2012,"Trinidad and Tobago",4,2,1.86908301427572,1,0,3,"London"
"409",1964,"Tunisia",2,0,1.64441043952284,0,1,1,"Tokyo"
"623",1968,"Tunisia",2,2,0.0359163532568766,1,0,1,"Ciudad de Mexico"
"837",1972,"Tunisia",1,2,-0.916294103005507,0,1,0,"Munchen"
"1051",1976,"Tunisia",0,0,-0.411559402933024,0,0,0,"Montreal"
"1479",1984,"Tunisia",0,2,-2.43642974817324,0,0,0,"Los Angeles"
"1693",1988,"Tunisia",0,0,1.68692228691468,0,0,0,"Seoul"
"1907",1992,"Tunisia",0,1,-1.12559284174664,0,0,0,"Barcelona"
"2121",1996,"Tunisia",1,0,0.513449910336745,0,0,1,"Atlanta"
"2335",2000,"Tunisia",0,2,-1.87364967940022,0,0,0,"Sydney"
"2549",2004,"Tunisia",0,1,-0.534449353645953,0,0,0,"Athina"
"2763",2008,"Tunisia",1,1,0.361973214948859,1,0,0,"Beijing"
"2977",2012,"Tunisia",3,1,1.58024209415172,1,1,1,"London"
"410",1964,"Turkey",6,10,-3.51877514338853,2,3,1,"Tokyo"
"624",1968,"Turkey",2,7,-4.53938930228641,2,0,0,"Ciudad de Mexico"
"838",1972,"Turkey",1,3,-1.61230317271667,0,1,0,"Munchen"
"1052",1976,"Turkey",0,1,-1.1752770578096,0,0,0,"Montreal"
"1480",1984,"Turkey",3,3,-0.062159055494242,0,0,3,"Los Angeles"
"1694",1988,"Turkey",2,2,0.191313145716888,1,1,0,"Seoul"
"1908",1992,"Turkey",6,4,2.27313745397592,2,2,2,"Barcelona"
"2122",1996,"Turkey",6,7,-0.795412140657528,4,1,1,"Atlanta"
"2336",2000,"Turkey",5,7,-2.33779638988066,3,0,2,"Sydney"
"2550",2004,"Turkey",11,6,4.99725615215096,3,3,5,"Athina"
"2764",2008,"Turkey",8,12,-3.79546891690142,1,4,3,"Beijing"
"2978",2012,"Turkey",5,9,-3.85563835431601,2,2,1,"London"
"2337",2000,"Turkmenistan",0,0,-0.317352812280425,0,0,0,"Sydney"
"2551",2004,"Turkmenistan",0,0,-0.0616172655770299,0,0,0,"Athina"
"2765",2008,"Turkmenistan",0,0,-0.372936635626118,0,0,0,"Beijing"
"2979",2012,"Turkmenistan",0,0,-0.398639422652159,0,0,0,"London"
"414",1964,"Uganda",0,0,-0.189387093374388,0,0,0,"Tokyo"
"628",1968,"Uganda",2,0,1.94928181059408,0,1,1,"Ciudad de Mexico"
"842",1972,"Uganda",2,2,0.203433040687071,1,1,0,"Munchen"
"1270",1980,"Uganda",1,2,-1.43525707520872,0,1,0,"Moskva"
"1484",1984,"Uganda",0,3,-3.12297617099755,0,0,0,"Los Angeles"
"1698",1988,"Uganda",0,0,1.81602934786152,0,0,0,"Seoul"
"1912",1992,"Uganda",0,1,-0.611947162644564,0,0,0,"Barcelona"
"2126",1996,"Uganda",1,0,0.868164382574961,0,0,1,"Atlanta"
"2340",2000,"Uganda",0,1,-1.49873917094135,0,0,0,"Sydney"
"2554",2004,"Uganda",0,0,-0.1220038086274,0,0,0,"Athina"
"2768",2008,"Uganda",0,0,-0.299308978988917,0,0,0,"Beijing"
"2982",2012,"Uganda",1,0,0.760948902246429,1,0,0,"London"
"2341",2000,"Ukraine",23,23,0.431947266726905,3,10,10,"Sydney"
"2555",2004,"Ukraine",22,22,-0.272913398024675,8,5,9,"Athina"
"2769",2008,"Ukraine",27,22,5.35599050777591,7,5,15,"Beijing"
"2983",2012,"Ukraine",20,26,-6.15181686578862,6,5,9,"London"
"1700",1988,"United Arab Emirates",0,0,1.30636257065739,0,0,0,"Seoul"
"1914",1992,"United Arab Emirates",0,1,-1.49926984845447,0,0,0,"Barcelona"
"2128",1996,"United Arab Emirates",0,1,-0.883064683118787,0,0,0,"Atlanta"
"2342",2000,"United Arab Emirates",0,1,-1.41579418428582,0,0,0,"Sydney"
"2556",2004,"United Arab Emirates",1,1,-0.00503660636321689,1,0,0,"Athina"
"2770",2008,"United Arab Emirates",0,2,-2.16967295380205,0,0,0,"Beijing"
"417",1964,"United Kingdom",18,20,-2.4594029917346,4,12,2,"Tokyo"
"631",1968,"United Kingdom",13,18,-5.31140589013572,5,5,3,"Ciudad de Mexico"
"845",1972,"United Kingdom",18,14,4.46410850868697,4,5,9,"Munchen"
"1059",1976,"United Kingdom",13,18,-4.52743235936936,3,5,5,"Montreal"
"1273",1980,"United Kingdom",21,15,6.40061496766629,5,7,9,"Moskva"
"1487",1984,"United Kingdom",37,23,13.6936402053111,5,11,21,"Los Angeles"
"1701",1988,"United Kingdom",24,34,-10.2808030116631,5,10,9,"Seoul"
"1915",1992,"United Kingdom",20,25,-4.88922102419811,5,3,12,"Barcelona"
"2129",1996,"United Kingdom",15,20,-5.47403244223587,1,8,6,"Atlanta"
"2343",2000,"United Kingdom",28,16,11.7194594254101,11,10,7,"Sydney"
"2557",2004,"United Kingdom",30,28,1.96438819405852,9,9,12,"Athina"
"2771",2008,"United Kingdom",47,30,17.0436455042771,19,13,15,"Beijing"
"2985",2012,"United Kingdom",65,46,19.3373062360125,29,17,19,"London"
"418",1964,"United States",90,69,21.255466128042,36,26,28,"Tokyo"
"632",1968,"United States",107,86,20.7103339247594,45,28,34,"Ciudad de Mexico"
"846",1972,"United States",94,102,-8.05374728230558,33,31,30,"Munchen"
"1060",1976,"United States",94,89,4.76712597577309,34,35,25,"Montreal"
"1488",1984,"United States",174,92,45,83,61,30,"Los Angeles"
"1702",1988,"United States",94,163,-35,36,31,27,"Seoul"
"1916",1992,"United States",108,91,17.1161323898036,37,34,37,"Barcelona"
"2130",1996,"United States",101,103,-2.32565263843698,44,32,25,"Atlanta"
"2344",2000,"United States",93,97,-4.27964430216277,37,24,32,"Sydney"
"2558",2004,"United States",101,89,11.6635960828354,36,39,26,"Athina"
"2772",2008,"United States",110,97,13.136831616634,36,38,36,"Beijing"
"2986",2012,"United States",104,105,-1.14721795904198,46,29,29,"London"
"419",1964,"Uruguay",1,1,0.447296046418708,0,0,1,"Tokyo"
"633",1968,"Uruguay",0,1,-1.10815905279579,0,0,0,"Ciudad de Mexico"
"847",1972,"Uruguay",0,0,-0.0349073246756243,0,0,0,"Munchen"
"1061",1976,"Uruguay",0,0,0.592462648934351,0,0,0,"Montreal"
"1489",1984,"Uruguay",0,2,-2.26591162679815,0,0,0,"Los Angeles"
"1703",1988,"Uruguay",0,0,1.75804166252908,0,0,0,"Seoul"
"1917",1992,"Uruguay",0,1,-1.06060671698565,0,0,0,"Barcelona"
"2131",1996,"Uruguay",0,0,-0.492436730087013,0,0,0,"Atlanta"
"2345",2000,"Uruguay",1,1,0.0509801273832434,0,1,0,"Sydney"
"2559",2004,"Uruguay",0,1,-1.20704801568143,0,0,0,"Athina"
"2773",2008,"Uruguay",0,1,-0.50969155630174,0,0,0,"Beijing"
"2987",2012,"Uruguay",0,1,-0.503005626901795,0,0,0,"London"
"2346",2000,"Uzbekistan",4,3,1.32075835158102,1,1,2,"Sydney"
"2560",2004,"Uzbekistan",5,4,1.01157920313914,2,1,2,"Athina"
"2774",2008,"Uzbekistan",6,5,0.824960023683991,1,2,3,"Beijing"
"2988",2012,"Uzbekistan",3,6,-3.13669120487706,1,0,2,"London"
"1919",1992,"Vanuatu",0,0,0.251038827408964,0,0,0,"Barcelona"
"2133",1996,"Vanuatu",0,0,0.893219888121633,0,0,0,"Atlanta"
"2347",2000,"Vanuatu",0,0,0.437053579068188,0,0,0,"Sydney"
"2561",2004,"Vanuatu",0,0,0.865277699403068,0,0,0,"Athina"
"2775",2008,"Vanuatu",0,0,0.715276136824667,0,0,0,"Beijing"
"2989",2012,"Vanuatu",0,0,0.794815718494294,0,0,0,"London"
"422",1964,"Venezuela, RB",0,2,-1.96766499817699,0,0,0,"Tokyo"
"636",1968,"Venezuela, RB",1,1,0.209044357009188,1,0,0,"Ciudad de Mexico"
"850",1972,"Venezuela, RB",0,2,-1.59142981555053,0,0,0,"Munchen"
"1064",1976,"Venezuela, RB",1,0,0.875055844931627,0,1,0,"Montreal"
"1278",1980,"Venezuela, RB",1,3,-1.72869018823728,0,1,0,"Moskva"
"1492",1984,"Venezuela, RB",3,4,-0.967011589531994,0,0,3,"Los Angeles"
"1706",1988,"Venezuela, RB",0,2,-1.66460050969942,0,0,0,"Seoul"
"1920",1992,"Venezuela, RB",0,2,-1.54129246220765,0,0,0,"Barcelona"
"2134",1996,"Venezuela, RB",0,1,-0.877961386311907,0,0,0,"Atlanta"
"2348",2000,"Venezuela, RB",0,1,-1.46836396692181,0,0,0,"Sydney"
"2562",2004,"Venezuela, RB",2,1,1.06309678664213,0,0,2,"Athina"
"2776",2008,"Venezuela, RB",1,3,-2.11673475362736,0,0,1,"Beijing"
"2990",2012,"Venezuela, RB",1,2,-1.08090177415054,1,0,0,"London"
"1707",1988,"Vietnam",0,0,1.38590210134762,0,0,0,"Seoul"
"1921",1992,"Vietnam",0,1,-1.00365791110269,0,0,0,"Barcelona"
"2135",1996,"Vietnam",0,1,-0.574292125213851,0,0,0,"Atlanta"
"2349",2000,"Vietnam",1,1,-0.093941020702323,0,1,0,"Sydney"
"2563",2004,"Vietnam",0,2,-1.62800472680306,0,0,0,"Athina"
"2777",2008,"Vietnam",1,1,0.100102237628239,0,1,0,"Beijing"
"2991",2012,"Vietnam",0,2,-1.8144525468074,0,0,0,"London"
"852",1972,"Virgin Islands (U.S.)",0,0,0.59866774911458,0,0,0,"Munchen"
"1066",1976,"Virgin Islands (U.S.)",0,0,1.27223008266974,0,0,0,"Montreal"
"1494",1984,"Virgin Islands (U.S.)",0,2,-1.74868900918636,0,0,0,"Los Angeles"
"1708",1988,"Virgin Islands (U.S.)",1,0,3.37598735023548,0,1,0,"Seoul"
"1922",1992,"Virgin Islands (U.S.)",0,1,-1.35751644041103,0,0,0,"Barcelona"
"641",1968,"Zambia",0,0,-0.172306307268717,0,0,0,"Ciudad de Mexico"
"855",1972,"Zambia",0,0,0.00945973012681153,0,0,0,"Munchen"
"1283",1980,"Zambia",0,1,-0.909580240666261,0,0,0,"Moskva"
"1497",1984,"Zambia",1,2,-1.09439928234316,0,0,1,"Los Angeles"
"1711",1988,"Zambia",0,0,1.05896263284631,0,0,0,"Seoul"
"1925",1992,"Zambia",0,1,-0.638416512926943,0,0,0,"Barcelona"
"2139",1996,"Zambia",1,0,1.06409447692819,0,1,0,"Atlanta"
"2353",2000,"Zambia",0,1,-1.29360570253737,0,0,0,"Sydney"
"2567",2004,"Zambia",0,0,0.00176539115071665,0,0,0,"Athina"
"2781",2008,"Zambia",0,0,-0.29594521946807,0,0,0,"Beijing"
"2995",2012,"Zambia",0,0,-0.243434914515235,0,0,0,"London"
"428",1964,"Zimbabwe",0,0,-0.407717503143959,0,0,0,"Tokyo"
"1284",1980,"Zimbabwe",1,1,-0.0780801375456932,1,0,0,"Moskva"
"1498",1984,"Zimbabwe",0,3,-3.29219393267031,0,0,0,"Los Angeles"
"1712",1988,"Zimbabwe",0,0,1.76388017816559,0,0,0,"Seoul"
"1926",1992,"Zimbabwe",0,1,-0.872083269671336,0,0,0,"Barcelona"
"2140",1996,"Zimbabwe",0,0,-0.233816097786448,0,0,0,"Atlanta"
"2354",2000,"Zimbabwe",0,1,-0.582286280315999,0,0,0,"Sydney"
"2568",2004,"Zimbabwe",3,0,2.98067615803837,1,1,1,"Athina"
"2782",2008,"Zimbabwe",4,3,1.26816803562039,1,3,0,"Beijing"
"2996",2012,"Zimbabwe",0,4,-3.75280725135356,0,0,0,"London"
